Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Fire Next Time,"A national bestseller when it first appeared in 1963, The Fire Next Time galvanized the nation, gave passionate voice to the emerging civil rights movement—and still lights the way to understanding race in America today. ""Basically the finest essay I’ve ever read. . . . Baldwin refused to hold anyone’s hand. He was both direct and beautiful all at once. He did not seem to write to convince you. He wrote beyond you.” —Ta-Nehisi Coates At once a powerful evocation of James Baldwin's early life in Harlem and a disturbing examination of the consequences of racial injustice, the book is an intensely personal and provocative document from the iconic author of If Beale Street Could Talk and Go Tell It on the Mountain. It consists of two ""letters,"" written on the occasion of the centennial of the Emancipation Proclamation, that exhort Americans, both black and white, to attack the terrible legacy of racism. Described by The New York Times Book Review as ""sermon, ultimatum, confession, deposition, testament, and chronicle...all presented in searing, brilliant prose,"" The Fire Next Time stands as a classic of literature.",['James Baldwin'],http://books.google.com/books/content?id=7ctWAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=7ctWAAAAQBAJ&printsec=frontcover&dq=The+Fire+Next+Time&hl=&cd=1&source=gbs_api,Vintage,2013-09-17,http://books.google.nl/books?id=7ctWAAAAQBAJ&dq=The+Fire+Next+Time&hl=&source=gbs_api,['Political Science'],2.0
The Book of Love Laughter & Romance,"Rowdy, ecstatic, and sometimes stern, these teaching stories and fables reveal new and very human properties in Rumi's vision. Included here are the notorious “Latin parts” that Reynold Nicholson felt were too unseemly to appear in English in his 1920s translation. For Rumi, anything that human beings do—however compulsive—affords a glimpse into the inner life. Here are more than 40 fables or teaching stories that deal with love, laughter, death, betrayal, and the soul. The stories are exuberant, earthy, and bursting with vitality—much like a painting by Hieronymus Bosch or Chaucer's Canterbury Tales. The characters are guilty, lecherous, tricky, ribald, and finally possessors of opened souls. Barks writes: ""These teaching stories are a kind of scrimshaw—intricately carved, busy figures, confused and threatening, and weirdly funny. This is an entertaining collection from one of the greatest spiritual poets of all time, rendered by his most popular translator. “The minute I heard my first love story, I started looking for you, not knowing how blind that was. Lovers don't finally meet somewhere. They're in each other all along.”--Rumi",['Coleman Barks'],http://books.google.com/books/content?id=65veDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=65veDAAAQBAJ&printsec=frontcover&dq=The+Book+of+Love+Laughter&hl=&cd=1&source=gbs_api,Hampton Roads Publishing,2016-10-01,https://play.google.com/store/books/details?id=65veDAAAQBAJ&source=gbs_api,['Religion'],2.0
Learning To Bow - Inside The Heart Of Japan,"The author describes his experiences teaching in Japan, and shares his impressions of Japanese society",['Bruce S. Feiler'],http://books.google.com/books/content?id=Ob-KUXINxfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Ob-KUXINxfEC&q=Learning+To+Bow+-+Inside+The+Heart+Of+Japan&dq=Learning+To+Bow+-+Inside+The+Heart+Of+Japan&hl=&cd=1&source=gbs_api,Mariner Books,1991,http://books.google.nl/books?id=Ob-KUXINxfEC&dq=Learning+To+Bow+-+Inside+The+Heart+Of+Japan&hl=&source=gbs_api,['Education'],11.0
Man-Kzin Wars IX,"THOSE KZIN DON'T KNOW WHEN THEY'RE LICKED (AND MAYBE THEY AREN'T . . . .) It was so unfair! Here the Kzin were, warcats supreme, bringing the galaxy piece by piece under feline dominion, carving out satrapies for the home planet like the lords of creation that they were¾and then they ran into those pesky humans. Mere apes! Contemptible salad-eaters! Taking pride in sneaking up on a leaf! Obviously fit only to be lunch, not even a speed bump in the Kzinti's imperial career. Hardly worth screaming-and-leaping about. But when the feline Kzin moved in to take over the monkey-occupied worlds¾they got clobbered. The humans, with their underhanded monkey cunning, turned communications equipment and space drives into weapons that cut the dauntless Heroes into ribbons. When the humans gained a faster-than-light drive, it `vas all over but the, uh, howling. The Kzin had lost their first war ever in centuries of conquest. Still, you can't keep a good warcat down, and the Kzin have by no means given up. New weapons, new strategies, and new leaders¾the humans had better keep their powder dry. Once again, it's howling time in Known Space! At the publisher's request, this title is sold without DRM (Digital Rights Management).","['Larry Niven', 'Poul Anderson', 'Paul Chafe', 'Hal Colebatch']",http://books.google.com/books/content?id=sax0CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=sax0CwAAQBAJ&pg=PT4&dq=Man-Kzin+Wars+IX&hl=&cd=1&source=gbs_api,Baen Publishing Enterprises,2001-01-01,https://play.google.com/store/books/details?id=sax0CwAAQBAJ&source=gbs_api,['Fiction'],1.0
Dragon Chronicles,"""You must go to the dragon. You must leave tonight."" Before she even hears the words, Kaeldra already knows what she must do. She must search out the mother dragon whose draclings have just hatched and somehow get some of her precious milk. It's the only way to save her foster-sister's life. Kaeldra would rather not go. It's much too terriffying, much too dangerous. But Kaeldra knows that she's the only one who can do it. For she is the only one who can actually communicate with dragons. But little does Kaeldra know what she's getting into. She's about to begin a journey that will entwine her fate with that of three little draclings and one would-be dragonslayer. A journey the will become a struggle for life.",['Susan Fletcher'],http://books.google.com/books/content?id=VCFjwkfSPDAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=VCFjwkfSPDAC&printsec=frontcover&dq=Dragon+Chronicles&hl=&cd=1&source=gbs_api,Simon and Schuster,2009-11-24,https://play.google.com/store/books/details?id=VCFjwkfSPDAC&source=gbs_api,['Juvenile Fiction'],10.0
Chances Are,"One beautiful September day, three sixty-six-year-old men convene on Martha's Vineyard, friends ever since meeting in college in the 1960s. They couldn't have been more different then, or even today - Lincoln's a commercial real estate broker, Teddy a tiny-press publisher and Mickey an ageing musician. But each man holds his own secrets, in addition to the monumental mystery that none of them has ever stopped puzzling over since 1971: the disappearance of their friend Jacy. Now, decades later, the distant past interrupts the present as the truth about what happened to Jacy finally emerges, forcing the men to reconsider everything they thought they knew about each other. Shot through with Russo's trademark comedy and humanity, Chances Are also introduces a new level of suspense and menace that will quicken the reader's heartbeat throughout this absorbing saga of how friendship's bonds are every bit as constricting and rewarding as those of family. For both longtime fans and lucky newcomers, Chances Are is a stunning demonstration of a highly-acclaimed author deepening and expanding his remarkable body of work.",['Richard Russo'],http://books.google.com/books/content?id=yceXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yceXDwAAQBAJ&printsec=frontcover&dq=Chances+Are&hl=&cd=1&source=gbs_api,Atlantic Books,2019-11-07,https://play.google.com/store/books/details?id=yceXDwAAQBAJ&source=gbs_api,['Fiction'],36.0
Lost Cities of North & Central America (Lost Cities Series),"""Search for lost Mayan cities and books of gold, discover an ancient canal system in Arizona, climb gigantic pyramids in the Midwest, explore megalithic monuments in New England, and join the astonishing quest for the lost cities throughout North [and Central] America""--Amazon.com.",['David Hatcher Childress'],http://books.google.com/books/content?id=Eh1WHqo0JN8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Eh1WHqo0JN8C&printsec=frontcover&dq=Lost+Cities+of+North&hl=&cd=1&source=gbs_api,Adventures Unlimited Press,1992,http://books.google.nl/books?id=Eh1WHqo0JN8C&dq=Lost+Cities+of+North&hl=&source=gbs_api,['Social Science'],3.0
A Time in Rome,"Elizabeth Bowen's account of a time spent in Rome is no ordinary guidebook but an evocation of a city - its history, its architecture and, above all, its atmosphere. She describes the famous classical sites, conjuring from the ruins visions of former inhabitants and their often bloody activities and speculates about the immense noise of ancient Rome, the problems caused by the Romans' dining posture, and the Roman temperament. She evokes the city's moods - by day, when it is characterised by golden sunlight, and at night, when the blaze of the moon 'annihilates history'.",['Elizabeth Bowen'],http://books.google.com/books/content?id=D5i3CQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=D5i3CQAAQBAJ&printsec=frontcover&dq=A+Time+in+Rome&hl=&cd=1&source=gbs_api,Random House,2015-06-11,https://play.google.com/store/books/details?id=D5i3CQAAQBAJ&source=gbs_api,['Travel'],1.0
Extreme Exploits: Advanced Defenses Against Hardcore Hacks (Hacking Exposed),"Provides information on how hackers target exposed computer networks and gain access and ways to stop these intrusions, covering such topics as routers, firewalls, and VPN vulnerabilities.","['Andrew Vladimirov', 'Konstantin Gavrilenko', 'Andrei Mikhailovsky']",http://books.google.com/books/content?id=ue1SAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ue1SAAAAMAAJ&q=Extreme+Exploits:+Advanced+Defenses+Against+Hardcore+Hacks+(Hacking+Exposed)&dq=Extreme+Exploits:+Advanced+Defenses+Against+Hardcore+Hacks+(Hacking+Exposed)&hl=&cd=1&source=gbs_api,McGraw Hill Professional,2006-01-06,http://books.google.nl/books?id=ue1SAAAAMAAJ&dq=Extreme+Exploits:+Advanced+Defenses+Against+Hardcore+Hacks+(Hacking+Exposed)&hl=&source=gbs_api,['Computers'],1.0
Representing Reality: Issues and Concepts in Documentary,"This book offers a conceptual overview of documentary filmmaking practice. It addresses numerous social issues and how they are presented to the viewer by means of style, rhetoric, and narrative technique. The volume poses questions about the relationship of the documentary tradition to power, the body, authority, knowledge, and our experience of history. This study advances the pioneering work of Nichols's earlier book, Ideology and the Image. The rigorous discussion of modes of documentary representation, the relationship between narrative and nonfiction, and the representation of the body (including a chapter on pornography, ethnography, and power), give this book enormous value for the study of visual anthropology and ethnographic film. The often neglected relationship between signifier and referent is the special focus of this intensive study of documentary film. The concluding discussion of the representation of the body will also be of special interest to semioticians.",['Bill Nichols'],http://books.google.com/books/content?id=Jq2cS7qARd8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Jq2cS7qARd8C&printsec=frontcover&dq=Representing+Reality:+Issues+and+Concepts+in+Documentary&hl=&cd=1&source=gbs_api,Indiana University Press,1991,http://books.google.nl/books?id=Jq2cS7qARd8C&dq=Representing+Reality:+Issues+and+Concepts+in+Documentary&hl=&source=gbs_api,['Performing Arts'],3.0
Junk Science Judo: Self-Defense against Health Scares and Scams,"This book is a simple, easy-to-read guide to debunking health scares and scams before you get hurt.",['Steven J. Milloy'],http://books.google.com/books/content?id=q78ACwC9xYwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=q78ACwC9xYwC&printsec=frontcover&dq=Junk+Science+Judo:+Self-Defense+against+Health+Scares+and+Scams&hl=&cd=1&source=gbs_api,Cato Institute,2001,http://books.google.nl/books?id=q78ACwC9xYwC&dq=Junk+Science+Judo:+Self-Defense+against+Health+Scares+and+Scams&hl=&source=gbs_api,['Reference'],2.0
Puss in Boots Hb (Read It Yourself),"A bibliography that suggests books for beginner readers is accompanied by subject, title, illustrator, readability level, and series indexes","['Barbara Barstow', 'Judith Riggle']",http://books.google.com/books/content?id=5kttmCmYGfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=5kttmCmYGfUC&pg=PA214&dq=Puss+in+Boots+Hb+(Read+It+Yourself)&hl=&cd=1&source=gbs_api,Libraries Unlimited,1995,http://books.google.nl/books?id=5kttmCmYGfUC&dq=Puss+in+Boots+Hb+(Read+It+Yourself)&hl=&source=gbs_api,['Education'],1.0
THE SHADOW IN THE GLASS,A deliciously gothic story of wishes and curses – a new dark fairy tale set against a Victorian backdrop full of lace and smoke. ‘Deliciously dark’ Woman Magazine,['JJA Harwood'],http://books.google.com/books/content?id=Z9_yDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Z9_yDwAAQBAJ&printsec=frontcover&dq=THE+SHADOW+IN+THE+GLASS&hl=&cd=1&source=gbs_api,HarperCollins UK,2021-03-18,https://play.google.com/store/books/details?id=Z9_yDwAAQBAJ&source=gbs_api,['Fiction'],1.0
Building Moral Intelligence: The Seven Essential Virtues that Teach Kids to Do the Right Thing,"Contains new ways to comprehend, evaluate, and motivate children by utilizing the seven essential virtues--conscience, empathy, self-control, respect, tolerance, kindness, and fairness--that define moral intelligence.",['Michele Borba'],http://books.google.com/books/content?id=WE7uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=WE7uAAAAMAAJ&q=Building+Moral+Intelligence:+The+Seven+Essential+Virtues+that+Teach+Kids+to+Do+the+Right+Thing&dq=Building+Moral+Intelligence:+The+Seven+Essential+Virtues+that+Teach+Kids+to+Do+the+Right+Thing&hl=&cd=1&source=gbs_api,Jossey-Bass,2001-05-29,http://books.google.nl/books?id=WE7uAAAAMAAJ&dq=Building+Moral+Intelligence:+The+Seven+Essential+Virtues+that+Teach+Kids+to+Do+the+Right+Thing&hl=&source=gbs_api,['Family & Relationships'],1.0
Language and Symbolic Power,"This volume brings together Pierre Bourdieu's highly original writings on language and on the relations among language, power, and politics. Bourdieu develops a forceful critique of traditional approaches to language, including the linguistic theories of Saussure and Chomsky and the theory of speech-acts elaborated by Austin and others. He argues that language should be viewed not only as a means of communication but also as a medium of power through which individuals pursue their own interests and display their practical competence. Drawing on the concepts that are part of his distinctive theoretical approach, Bourdieu maintains that linguistic utterances or expressions can be understood as the product of the relation between a ""linguistic market"" and a ""linguistic habitus."" When individuals use language in particular ways, they deploy their accumulated linguistic resources and implicitly adapt their words to the demands of the social field or market that is their audience. Hence every linguistic interaction, however personal or insignificant it may seem, bears the traces of the social structure that it both expresses and helps to reproduce. Bourdieu's account sheds fresh light on the ways in which linguistic usage varies according to considerations such as class and gender. It also opens up a new approach to the ways in which language is used in the domain of politics. For politics is, among other things, the arena in which words are deeds and the symbolic character of power is at stake. This volume, by one of the leading social thinkers in the world today, represents a major contribution to the study of language and power. It will be of interest to students throughout the social sciences and humanities, especially in sociology, politics, anthropology, linguistics, and literature.",['Pierre Bourdieu'],http://books.google.com/books/content?id=u2ZlGBiJntAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=u2ZlGBiJntAC&printsec=frontcover&dq=Language+and+Symbolic+Power&hl=&cd=1&source=gbs_api,Harvard University Press,1991,http://books.google.nl/books?id=u2ZlGBiJntAC&dq=Language+and+Symbolic+Power&hl=&source=gbs_api,['Language Arts & Disciplines'],3.0
Bette (Women of Ivy Manor Series #2),Award-winning author Lyn Cote continues her series about four generations of women set against the tapestry of the 20th century.,['Lyn Cote'],http://books.google.com/books/content?id=pdE4AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pdE4AQAAQBAJ&printsec=frontcover&dq=Bette+(Women+of+Ivy+Manor+Series&hl=&cd=1&source=gbs_api,Hachette UK,2007-09-03,http://books.google.nl/books?id=pdE4AQAAQBAJ&dq=Bette+(Women+of+Ivy+Manor+Series&hl=&source=gbs_api,['Fiction'],1.0
Even A Daughter Is Better Than Nothing,"This is the story of how Maximum Rock'n'Roll Columnist Mykel Board spent a year teaching English at the Mongolian National University in Ulaanbaatar. From getting lost in the Gobi Desert to stirring fights in a Mongolian disco, Board teeters through the heart of contemporary Mongolian culture with the class, humor and buffoonery of a modern-day Charlie Chaplin.",['Mykel Board'],http://books.google.com/books/content?id=YxOAx9yp0pQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=YxOAx9yp0pQC&pg=PA265&dq=Even+A+Daughter+Is+Better+Than+Nothing&hl=&cd=1&source=gbs_api,Garrett County Press,2005,http://books.google.nl/books?id=YxOAx9yp0pQC&dq=Even+A+Daughter+Is+Better+Than+Nothing&hl=&source=gbs_api,['Travel'],1.0
Membership Development: An Action Plan for Results (Aspen's Nonprofit Management Series),"This book provides all the tools you need to implement a membership program that will meet not only the needs on your nonprofit organization, but also the organization's membership and the surrounding community.","['Patricia Rich', 'Dana Hines']",http://books.google.com/books/content?id=mbLm4FAbXMwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mbLm4FAbXMwC&printsec=frontcover&dq=Membership+Development:+An+Action+Plan+for+Results+(Aspen%27s+Nonprofit+Management+Series)&hl=&cd=1&source=gbs_api,Jones & Bartlett Learning,2002,http://books.google.nl/books?id=mbLm4FAbXMwC&dq=Membership+Development:+An+Action+Plan+for+Results+(Aspen%27s+Nonprofit+Management+Series)&hl=&source=gbs_api,['Business & Economics'],1.0
"Around the world single-handed: The cruise of the ""Islander""","Fascinating firsthand narrative recounts author's circumnavigation of the globe in 34-foot sailboat he built himself. Tropical islands, natives, exotic ports, storms, near-shipwreck, many other adventures. 61 photographs.",['Harry Pidgeon'],http://books.google.com/books/content?id=5EvJ78Lpoe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=5EvJ78Lpoe4C&printsec=frontcover&dq=Around+the+world+single-handed:+The+cruise+of+the+%22Islander%22&hl=&cd=1&source=gbs_api,Courier Corporation,1989,http://books.google.nl/books?id=5EvJ78Lpoe4C&dq=Around+the+world+single-handed:+The+cruise+of+the+%22Islander%22&hl=&source=gbs_api,['Travel'],1.0
Peregrine,A natural history of the falcon precedes a 7-month journal of observations of the habits of the peregrine,['John Alec Baker'],http://books.google.com/books/content?id=KObaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=KObaAAAAMAAJ&q=Peregrine&dq=Peregrine&hl=&cd=1&source=gbs_api,Harpercollins,1967,http://books.google.nl/books?id=KObaAAAAMAAJ&dq=Peregrine&hl=&source=gbs_api,['Science'],9.0
Latin for Beginners (Language Guides),"Earn-lay atin-Lay? No, not that kind of Latin! You can learn true Latin, with conjugations, declensions, and all those extra syllables – and it’s easier than you think. In fact, most people mistakenly think of learning Latin as perhaps the most useless, tedious, and difficult thing to do on earth. They couldn’t be more wrong. Latin For Dummies takes you back for a quick jaunt through the parlance of ancient Rome, as well as discussing the progress of Latin into church language, and its status today as the “dead” language that lives on in English, Spanish, Italian, and most other Western tongues. Written for those with zero prior knowledge of Latin, this snappy guide puts the basics at your fingertips and steers clear of the arcane, schoolmarm stereotype of endless declensions and Herculean translations. Easy-to-understand sections describe: Latin you already know Grammar Pronunciation Latin in action Latin in law Latin in medicine Latin for impressing your friends And much more No dusty tome or other such artifact, Latin For Dummies makes learning fun and brings the language to life by presenting conversations in various Roman settings, as well as providing fun facts and stories about classical life. And if you feel you may actually have a negative aptitude for the language, don’t worry; pronunciations and translations follow every expression, and a helpful mini-dictionary graces the book’s last pages. You’ll also find out about: The quotable Roman Latin graffiti Latin authors who’s who Gladiator Latin Latin in love, marriage, and family From the mouth of Julius Caesar Romans on drink Helpful Latin-related Web sites Fun and games exercises Designed to introduce and familiarize you with the language rather than make you the next Cicero, Latin For Dummies gives you all the tools you need to work at your own pace to learn as much or as little as you like. So noli timere (no-lee tih-may-reh) – “have no fear” – and carpe diem (“pick up Latin For Dummies today”)!","['Clifford A. Hull', 'Steven R. Perkins', 'Tracy Barr']",http://books.google.com/books/content?id=Jmdmv6sjSEoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Jmdmv6sjSEoC&printsec=frontcover&dq=Latin+for+Beginners+(Language+Guides)&hl=&cd=1&source=gbs_api,John Wiley & Sons,2011-06-01,http://books.google.nl/books?id=Jmdmv6sjSEoC&dq=Latin+for+Beginners+(Language+Guides)&hl=&source=gbs_api,['Foreign Language Study'],1.0
The Best Short Stories of Edgar Allan Poe,"A complete collection of the writings of Poe, including his mysteries, fantasies, satires, and poems",['Edgar Allan Poe'],http://books.google.com/books/content?id=XVXxSBd6LVIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=XVXxSBd6LVIC&dq=The+Best+Short+Stories+of+Edgar+Allan+Poe&hl=&cd=1&source=gbs_api,Bantam Books,1966,http://books.google.nl/books?id=XVXxSBd6LVIC&dq=The+Best+Short+Stories+of+Edgar+Allan+Poe&hl=&source=gbs_api,['Fiction'],1180.0
Burmese (Myanmar) Dictionary of Grammatical Forms,"This dictionary is a comprehensive list and account of grammatical forms, providing a much needed supplement to the standard Burmese-English dictionaries, where the grammatical forms receive scant attention.","['John Okell', 'Anna Allott']",http://books.google.com/books/content?id=a-MRrn4Nj8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=a-MRrn4Nj8QC&printsec=frontcover&dq=Burmese+(Myanmar)+Dictionary+of+Grammatical+Forms&hl=&cd=1&source=gbs_api,Psychology Press,2001,http://books.google.nl/books?id=a-MRrn4Nj8QC&dq=Burmese+(Myanmar)+Dictionary+of+Grammatical+Forms&hl=&source=gbs_api,['Reference'],1.0
In the Beginning,"Falling in love in spite of their warring tribes, hunter Dom and farmer Va flee from a terrible battle and journey across a stark landscape while exploring their personal views on peace and creativity. By the author of the Tripods trilogy. Simultaneous and eBook.",['John Christopher'],http://books.google.com/books/content?id=Jan5CAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Jan5CAAAQBAJ&pg=PA260&dq=In+the+Beginning&hl=&cd=1&source=gbs_api,Simon and Schuster,2015-05-12,http://books.google.nl/books?id=Jan5CAAAQBAJ&dq=In+the+Beginning&hl=&source=gbs_api,['Juvenile Fiction'],1.0
Finance in Continuous Time,"Robert C. Merton's widely-used text provides an overview and synthesis of finance theory from the perspective of continuous-time analysis. It covers individual finance choice, corporate finance, financial intermediation, capital markets, and selected topics on the interface between private and public finance.",['Robert C. Merton'],http://books.google.com/books/content?id=18FERR6RzjQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=18FERR6RzjQC&dq=Finance+in+Continuous+Time&hl=&cd=1&source=gbs_api,Wiley-Blackwell,1992-11-03,http://books.google.nl/books?id=18FERR6RzjQC&dq=Finance+in+Continuous+Time&hl=&source=gbs_api,['Business & Economics'],3.0
Your Signature Work: Creating Excellence and Influencing Others at Work,"Are you bored in your job? Has the newness worn off so much so that you dread going to work every day? Have you ever felt as if your tasks––whether in a big organization or at home––just didn’t really contribute to anything significant? Do you often speculate about how much more influence you could have if you worked in a more visible or critical role––like may be a doctor, a pastor, a congressional representative? If so, then this book will inspire you to take a more reflective look at where you work, how you work, and who you influence. You’ll explore challenges such as these: · Finding the right job · Finding your calling in life · How to find purpose in life · Doing your best at work and what that looks like practically speaking As a companion to the earlier book Your Signature Life by the same author, Your Signature Work expands on the concept of doing your personal best at work so that it reflects your goals, values, beliefs, and faith. Using a sports analogy (basketball), this companion book will challenge you to see your tasks and job—whether parenting, building a forklift, stocking shelves, selling pharmaceuticals, or analyzing computer glitches––as an opportunity for leadership and service to others. As you strive for personal excellence, you'll identify ways to influence others in your workplace to “live” their values and faith. Even if you feel trapped in a dissatisfying job or a seemingly insignificant career, your work matters to God and to others in need. Your attitude can make all the difference in how you view your job, and the results you achieve! When you find your true calling, your work will be a source of satisfaction and fulfillment. And as an artist does, you will be proud to sign your name to work! Author and speaker Dianna Booher shares the same in-depth insights that she offers to churches and her Fortune 500 clients during keynotes and workshops. As founder and CEO of Booher Research, she’s an internationally recognized leadership communication and executive presence expert. As the author of 49 books, she has published with Penguin Random House/Perigee, HarperCollins, Warner, McGraw-Hill, Tyndale, and Thomas Nelson.",['Dianna Booher'],http://books.google.com/books/content?id=j9_oAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=j9_oAwAAQBAJ&printsec=frontcover&dq=Your+Signature+Work:+Creating+Excellence+and+Influencing+Others+at+Work&hl=&cd=1&source=gbs_api,Tyndale. Reprinted by Booher Research Institute,2004-07-29,https://play.google.com/store/books/details?id=j9_oAwAAQBAJ&source=gbs_api,['Business & Economics'],1.0
Voices From the Earth: Practical Shamanism,"“Set out on the mystical, soul-enhancing path of a shaman ....Create your own medicine objects, like a rattle for dowsing the energy of a place or a person...Set up a power altar ....Build a lasting, beneficial relationship with the spirits and animal helpers.”—Total Health. “Wood has a talent for translating Native American spirituality and shamanism into terms we can all understand in this beautifully illustrated book.”—FATE.","['Nick Wood', 'Nicholas Wood']",http://books.google.com/books/content?id=LKjrwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=LKjrwAEACAAJ&dq=Voices+From+the+Earth:+Practical+Shamanism&hl=&cd=1&source=gbs_api,Sterling Publishing Company Incorporated,2000,http://books.google.nl/books?id=LKjrwAEACAAJ&dq=Voices+From+the+Earth:+Practical+Shamanism&hl=&source=gbs_api,"['Body, Mind & Spirit']",1.0
COCKTAILS FOR THREE,"Three women, smart and successful, working in the fast and furious world of magazines, meet for cocktails and gossip once a month. Roxanne: glamorous, self-confident, with a secret lover - and hoping that one day he will leave his wife and marry her. Maggie:capable and high-achieving, until she finds the one thing she can't cope with - motherhood. Candice:honest, decent, or so she believes - until a ghost from her past turns up, and almost ruins her life. A chance encounter in the cocktail bar sets in train an extraordinary set of events which upsets all their lives and almost destroys their friendship...",['Madeleine Wickham'],http://books.google.com/books/content?id=H57FAUJrzlUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=H57FAUJrzlUC&printsec=frontcover&dq=COCKTAILS+FOR+THREE&hl=&cd=1&source=gbs_api,Random House,2010-12-23,https://play.google.com/store/books/details?id=H57FAUJrzlUC&source=gbs_api,['Fiction'],17.0
The Cruelest Months,"""Many mystery buffs have credited Louise Penny with the revival of the type of traditional murder mystery made famous by Agatha Christie. . . . The book's title is a metaphor not only for the month of April but also for Gamache's personal and professional challenges---making this the series standout so far."" --Sarah Weinman Welcome to Three Pines, where the cruelest month is about to deliver on its threat. It's spring in the tiny, forgotten village; buds are on the trees and the first flowers are struggling through the newly thawed earth. But not everything is meant to return to life. . . When some villagers decide to celebrate Easter with a séance at the Old Hadley House, they are hoping to rid the town of its evil---until one of their party dies of fright. Was this a natural death, or was the victim somehow helped along? Brilliant, compassionate Chief Inspector Armand Gamache of the Sûreté du Québec is called to investigate, in a case that will force him to face his own ghosts as well as those of a seemingly idyllic town where relationships are far more dangerous than they seem.",['Louise Penny'],http://books.google.com/books/content?id=p-12cgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=p-12cgAACAAJ&dq=The+Cruelest+Months&hl=&cd=1&source=gbs_api,Minotaur Books,2011-04-12,http://books.google.nl/books?id=p-12cgAACAAJ&dq=The+Cruelest+Months&hl=&source=gbs_api,['Fiction'],84.0
Manson in His Own Words: The Shocking Confessions of 'The Most Dangerous Man Alive',"Recounts the murders that sent Charles Manson to prison, describes his childhood and life of crime, and includes his feelings concerning his portrayal in the media","['Charles Manson', 'Nuel Emmons']",http://books.google.com/books/content?id=pl3KHfExjN4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pl3KHfExjN4C&printsec=frontcover&dq=Manson+in+His+Own+Words:+The+Shocking+Confessions+of+%27The+Most+Dangerous+Man+Alive%27&hl=&cd=1&source=gbs_api,Grove Press,1988,http://books.google.nl/books?id=pl3KHfExjN4C&dq=Manson+in+His+Own+Words:+The+Shocking+Confessions+of+%27The+Most+Dangerous+Man+Alive%27&hl=&source=gbs_api,['Biography & Autobiography'],5.0
