titulo;autor;isbn;paginas;ano
 À sombra da lua;Marcos DeBrito;9788532528162;288;2013
Deixe a Neve Cair;John Green;9788579801754;336;2013
Sangue nas veias;Tom Wolfe;9788532528681;608;2013
As palavras;Clarice Lispector;9788532528759;312;2013
Corra, a vida te chama;Boris Cyrulnik;9788532528582;240;2013
Três amigas, todos os domingos;Edward Kelsey Moore;9788532528704;368;2013
Chaves para a Prisão dos Demônios;Brandon Mull;9788579801747;600;2013
A Maldição dos Bonzinhos;Jacqui Marson;9788532528629;223;2013
Luta Pela Liberdade;Simon Scarrow;9788579801358;352;2013
O padeiro que fingiu ser rei de Portugal;Ruth Mackay;9788532528568;368;2013
Os gêmeos de templeton têm uma ideia;Ellias Weiner;9788579801778;228;2013
Maldição;Debbie Viguié;9788579801723;256;2013
Os Lemmings e Outros;Fabián Casas;9788532528599;160;2013
O corpo em que nasci;Guadalupe Nettel;9788532528773;224;2013
Eu poderia fazer xixi aqui;Francesco Marciuliano;9788532528766;112;2013
O sabor da harmonia;Laura Pires;9788532528674;240;2013
O coração às vezes para de bater;Adriana Lisboa;9788579801785;80;2013
O mundo segundo Garp;John Irving;9788532528506;608;2013
Sombra da Noite;Deborah Harkness;nan;828;2013
O Papagaio de Flaubert;Julian Barnes;9788532502056;224;2012
A Noiva Ladra;Margaret Atwood;9788532526960;544;2012
Herança;Christopher Paolini;9788579801242;792;2012
Elogio da diferença;Rosiska Darcy de Oliveira;9788532527943;168;2012
Vertigens;Roderick Gordon;9788579801013;592;2012
Divergente;Veronica Roth;9788579801310;504;2012
Lirael;Garth Nix;9788579800894;440;2012
Doce e Distante;Libba Bray;9788579800771;688;2012
O Complô de Frankenstein;Max Keller;9788579800795;328;2012
A Condessa Cega e a Máquina de Escrever;Carey Wallace;9788532527134;256;2012
Carnaval;Luiza Trigo;9788579801051;152;2012
Abaixo de Zero;Bret Easton Ellis;9788525425102;176;2012
Mundos roubados;Lloyd Jones;9788532527110;288;2012
O Erro de Glover;Nick Laird;9788532527233;272;2012
Quatro Para Marcar;Janet Evanovich;9788532527226;296;2012
Por Um Triz;Michel Gorski e Sílvia Zatz;9788579800825;208;2012
Uma Carícia do Crepusculo;Laurell K. Hamilton;9788532527295;352;2012
Garotas Perdidas;Jennifer Baggett;9788532526496;544;2012
Incógnito;David Eagleman;9788532527127;288;2012
Raquel;Maggie Anton;9788532527288;479;2012
Impiedosas;Sara Shepard;9788579800962;296;2012
Sobretudo de Proust;Lorenza Foschini;9788532527202;112;2012
Incógnito;David Eagleman;9788532527127;286;2012
A Língua dos Pássaros;Stephen Kelman;9788532527318;264;2012
Cantiga de Sangue;Melvin Burgess;9788532527370;318;2012
Sonhei que a Neve Fervia;Fal Azevedo;9788532526595;384;2012
Filha do Sangue;Licia Troisi;9788532527257;255;2012
A Carne e o Sangue;Mary del Priore;9788532527523;272;2012
A Loura;Duane Swierczynski;9788532527240;256;2012
Essências;Jessica Verday;9788579801006;472;2012
Tinta Perigosa;Melissa Marr/ M.A. Marr;9788579800993;328;2012
Inveja;Anna Godbersen;9788579801068;376;2012
Escola do Medo;Gitty Daneshvari;nan;350;2012
Escritura da meia noite;David Whitley;9780312629045;352;2012
A Física do Futuro;Michio Kaku;9788532527394;416;2012
Noite Eterna;Chuck Hogan;9788532527486;416;2012
Os Diálogos dos Amantes;Francesco Alberoni;9788532527448;304;2012
A Última Noite Perto do Rio;John Irving;9788532527264;672;2012
O verdadeiro, o belo e o bom redefinidos;Howard Gardner;9788532527271;224;2012
INITIUM;Rocco;nan;300;2012
Amor, Perdas e Meus Vestidos;Ilene Beckerman;9788532527578;144;2012
Os Desejos da Bela Adormecida;Anne Rice;9788532527349;352;2012
A Escritura da Meia-Noite;David Whitley;9788579801075;368;2012
A Punição da Bela;Anne Rice;9788532527356;352;2012
A Libertação da Bela;Anne Rice;9788532527363;352;2012
Tá falando grego?;Ricardo Hofstetter;nan;191;2012
Minha vida com mamãe;Bety orsini;9788532527585;173;2012
Corte Súbito;Sandra Brown;9788532527462;400;2012
Requentando Repolhos;Irvine Welsh;9788532527455;288;2012
Platão no país dos paradoxos;Massimo Bacchini;9788579800931;48;2012
Os Litigantes;John Grisham;9788532527592;448;2012
O sentido de um fim;Julian Barnes;9788532527554;160;2012
Crônicas de Viagem;Peter Ferry;9788532527547;272;2012
Café dos Loucos;Laurell K. Hamilton;9788532527646;368;2012
Abhorsen;Garth Nix;9788579801228;328;2012
A diversão do pequeno Nicolau;René Goscinny;9788579801112;136;2012
O Mago;Michael Scott;9788579801181;461;2012
Deixem que leiam;Genevieve Patte;9788532527561;336;2012
A Catastrófica História de Nós Dois;Jess Rothenberg;9788579801099;384;2012
Fogo de Dente-de-Leão;N.D. Wilson;9788579800306;544;2012
Todas as Coisas Que Eu Já Fiz;Gabrielle Zevin;9788579801150;384;2012
A Escadaria da Escuridão;Marcus Sedgwick;nan;240;2012
Perigosas;Sara Shepard;9788579801235;272;2012
As Horas Distantes;Kate Morton;9788532527608;640;2012
O Monge Negro;Anton Tchekhov;9788579801334;88;2012
Um Coração Singelo;Gustave Flaubert;9788579801105;88;2012
Amar, Verbo Atemporal;Henrique Rodrigues;9788532527752;240;2012
O Crime Descompensa;Nilton Bonder;9788532527196;128;2012
Suíte de silêncios;Marilia Arnaud;9788532527745;192;2012
Multilateralismo na Ásia Oriental;Kent E. Calder;9788532527301;336;2012
O Diário de Pandora;Drica Pinotti;9788579801297;112;2012
A Guardiã;Melissa Marr/ M.A. Marr;9788532527769;384;2012
Dirigindo com Platão;Robert Rowland Smith;9788532527707;224;2012
O Sândalo;Elle Newmark;9788532527400;360;2012
Vidas Investigadas;James Miller;9788532527479;384;2012
Por dizer;Neil Abramson;9788532527820;336;2012
A Herança de Thuban;Licia Troisi;9788579801167;368;2012
A Lanterna;Deborah Lawrenson;9788532527714;304;2012
Syrena;Angie Sage;9788579801136;576;2012
Departamento 19;Will Hill;9788579801365;516;2012
As boas filhas;Joyce Maynard;9788532527615;320;2012
Contos de Terror do Navio Negro;Chris Priestley;9788561396251;264;2012
Eu ouviria meus pais se pelo menos eles calassem a boca;Anthony Wolf;9788532527783;448;2012
O Desfile da Extinção;Max Brooks;9788532527974;128;2012
Cama;David Whitehouse;9788532527806;256;2012
Através do Fogo;Bruce DeSilva;9788532527790;304;2012
Lisboa;Neill Lochery;9788532527813;312;2012
Gata Branca;Holly Black;9788579801280;360;2012
Espinho de Ferro;Caitlin Kittredge;9788579801143;515;2012
As lembranças;David Foenkinos;9788532527929;264;2012
Regras de Cortesia;Amor Towles;9788532527950;320;2012
Os fantásticos livros voadores de Modesto Máximo;William Joyce;9788562500435;66;2012
Libertem a mulher forte;Clarissa Pinkola Estés;9788532527721;408;2012
Mar Azul;Paloma Vidal;9788532528018;176;2012
A Louca Debaixo do Branco;Fernanda Young;9788532528032;244;2012
O DESFILE DA ZEBRA;Paula Browne;9788562500442;36;2012
As Batalhas do Pequeno Nicolau;René Goscinny;9788579801198;160;2012
O Princípio da Tempestade;Damian Dibben;9788579801426;352;2012
Calico Joe;John Grisham;9788532527981;224;2012
Como Água de Chuva;Sandra Brown;9788532527530;232;2012
Catarina, a Grande;Robert K. Massie;9788532527998;640;2012
O Perfume do Chianti;Piero Antinori;9788532527431;288;2012
Só por hoje;Julio Ludemir;9788532528001;160;2012
Adultos Sem Filtro;Thalita Rebouças;9788532528049;192;2012
Menina iluminada;Neil Gaiman;9788562500466;32;2012
O Homem da Lua;William Joyce;9788562500428;56;2012
Nicolau São Norte e a Batalha contra o Rei dos Pesadelos;William Joyce;9788579801433;232;2012
Segredos do Santuário de Dragão;Brandon Mull;9788579801419;536;2012
A vida íntima de Laura;Clarice Lispector;9788562500374;48;2012
Clarice na Cabeceira;Clarice Lispector;9788532528025;240;2012
Harry Potter e As Relíquias da Morte;J.K. Rowling;9788532522610;551;2012
Harry Potter e o Enigma do Príncipe;J.K. Rowling;9788532519474;471;2012
Harry Potter e a Ordem da Fênix;J.K. Rowling;9788532516220;703;2012
Harry Potter e o Cálice De Fogo;J.K. Rowling;9788532512529;535;2012
Harry Potter e o Prisioneiro de Azkaban;J.K. Rowling;9788532512062;318;2012
Os Pilares da Terra;Ken Follett;9788532527691;941;2012
Um Coração Singelo;Gustave Flaubert;nan;88;2012
Vergonha dos Pés;Fernanda Young;9788532526793;272;2011
A sombra das vossas asas;Fernanda Young;9788532526281;304;2011
Uma Dobra No Tempo;Madeleine L'Engle;nan;264;2011
Circo dos Condenados;Laurell K. Hamilton;9788532526533;320;2011
Em Chamas;Suzanne Collins;9788579800641;416;2011
Impecáveis;Sara Shepard;9788579800252;336;2011
Sabriel;Garth Nix;9788579800238;398;2011
O Pecado de Christine;Benjamin Black;9788532526168;364;2011
Minuto de silêncio;Siegfried Lenz;9788532525963;128;2011
Sílvia;Gérard de Nerval;9788579800672;94;2011
Os sete enforcados;Leonid Andreiev;9788579800696;168;2011
Grotescas;Natsuo Kirino;9788532526137;576;2011
Do Rio de Janeiro e seus personagens;Clarice Lispector;9788579800610;144;2011
A Mão de Fátima;Ildefonso Falcones;9788532526151;768;2011
Sombras;Jessica Verday;9788579800542;480;2011
Tatuagem;Jennifer Lynn Barnes;9788579800320;312;2011
Harry e Seus Fãs;Melissa Anelli;9788532526267;368;2011
O Diário de Dora Damage;Belinda Starling;9788532526229;416;2011
A flor do Taiti;Célestine Hitiura Vaite;9788532526175;256;2011
Guardião do Graal;Michael P. Spradlin;9788579800498;272;2011
Os comparsas;Elmore Leonard;9788532525956;256;2011
A Punição de Bourne;Eric Van Lustbader;nan;560;2011
O Caso Laura;André Vianco;9788532526441;272;2011
Perfeitas;Sara Shepard;9788579800627;312;2011
Conexão Magia;Helena Gomes;9788579800658;432;2011
A Guerra das Rosas;Leila Meacham;9788532526274;511;2011
Caçadores de Obras-Primas;Bret Witter;9788532526144;368;2011
A última façanha do Major Pettigrew;Helen Simonson;9788532526298;432;2011
A Morte do Calouro;Cecilia Vasconcellos;9788579800429;206;2011
A Descoberta das Bruxas;Deborah Harkness;9788532526489;640;2011
A delicadeza;David Foenkinos;9788532526304;192;2011
O Ano do Dilúvio;Margaret Atwood;9788532526328;472;2011
AS CASADAS DE PROSPECT PARK WEST;Amy Sohn;9788532526335;400;2011
Era Uma Vez Minha Primeira Vez;Thalita Rebouças;9788579800719;168;2011
As Pessoas dos Livros;Fernanda Young;9788532526403;158;2011
História e Utopia;Emil Cioran;9788532504654;128;2011
Breviário de Decomposição;Emil Cioran;9788532503619;224;2011
Um Novo Reino;Licia Troisi;9788532526359;445;2011
Fogo;Kristin Cashore;9789896720520;456;2011
Graceling;Kristin Cashore;9788579800580;496;2011
Inacreditáveis;Sara Shepard;9788579800740;352;2011
A Pedra da Demanda;Angie Sage;9788579800566;568;2011
100 Armários;N.D. Wilson;9788579800573;320;2011
A viagem do Pequeno Nicolau;René Goscinny;9788579800603;152;2011
Acima de Tudo;Steven Galloway;9788532526182;272;2011
Guia de um Incendiário de Casas de Escritors;Brock Clarke;9788532526472;320;2011
Os Indecentes;Stella Florence;9788532526519;224;2011
A Leitora do Alcorão;G. Willow Wilson;9788532526427;320;2011
Uma Zebra Fora do Padrão;Paula Browne;9788562500190;32;2011
Adão no Éden;Carlos Fuentes;9788532526205;184;2011
A Confissão;John Grisham;9788532526540;480;2011
Tigre, Tigre;Margaux Fragoso;9788532526571;352;2011
Eu Fui a Melhor Amiga de Jane Austen;Cora Harrison;9788579800702;320;2011
Aliança Improvável;Joel N. Ross;9788532526342;368;2011
A Esperança;Suzanne Collins;9788579800863;424;2011
A Caixinha de Pandora;Drica Pinotti;9788561384210;200;2011
O Fogo;Katherine Neville;9788532526212;512;2011
Terrível Encanto;Melissa Marr/ M.A. Marr;9788579800832;360;2011
O motorista;Duane Swierczynski;9788532525857;224;2011
Silogismos da Amargura;Emil Cioran;9788532500687;112;2011
Um amigo romano;Luca Spaghetti;9788532526649;192;2011
Mr. Sebastian e o Fantástico Mágico Negro;Daniel Wallace;9788532526236;280;2011
A página assombrada por fantasmas;Antônio Xerxenesky;9788532526588;128;2011
Mais estranho que a ficção;Chuck Palahniuk;9788532526380;272;2011
A Amante do General Japonês;Rani Manicka;9788532526366;360;2011
Se Você Me Visse Agora;Cecelia Ahern;9788532523228;304;2011
Perversas;Sara Shepard;9788579800818;328;2011
Amor e obstáculos;Aleksandar Hemon;9788532523198;208;2011
Rádio Shangri-lá;Lisa Nápoli;9788532526564;272;2011
Uma História de Amor Real e Supertriste;Gary Shteyngart;9788532526601;384;2011
Aprendi com Jane Austen;William Deresiewicz;9788532526816;256;2011
Minhas vizinhas;Claudia Priano;9788532526199;256;2011
Crime;Irvine Welsh;9788532526731;416;2011
MULTIPLICADORES;LIZ WISEMAN;9788532526410;256;2011
A Ascensão da Estrela Vespertina;Brandon Mull;9788579800665;480;2011
O problema do Realismo em Machado de Assis;Gustavo Bernardo;9788532526434;120;2011
O Guia de Sobrevivência a Zumbis;Max Brooks;9788532526465;144;2011
UMA FERA FEROZ;Garth Nix;9788579800559;224;2011
Tudo Destruído, Tudo Queimado;Wells Tower;9788532526632;256;2011
Uma bela escapada;Anna Gavalda;9788532526694;144;2011
Dentro do Espelho;Tana French;9788532526779;496;2011
De Amor e Maldade;Anne Rice;9788532521903;174;2011
Odd e os Gigantes de Gelo;Neil Gaiman;9788579800764;128;2011
Suítes Imperiais;Bret Easton Ellis;9788532526748;176;2011
Ambiguidade;Simona Argentieri;9788532526854;160;2011
Três para Acertar;Janet Evanovich;9788532526953;304;2011
Sonetos da Portuguesa;Elizabeth Barrett Browning;9788532526700;128;2011
A Cidade Dourada;John Twelve Hawks;9788532526397;368;2011
O segredo do Chanel Nº 5;Tilar J. Mazzeo;9788532526625;304;2011
Saber perder;David Trueba;9788532526663;472;2011
Tudo que Você Não Soube;Fernanda Young;9788532526762;144;2011
Cibermistérios e outros Horrores;Laura Bergallo;9788579800856;128;2011
A Fera na Selva;Henry James;9788579800733;96;2011
Festival da Primavera;Braguinha, João de Barro;9788562500251;40;2011
Ecos do Futuro;Diana Gabaldon;9788532526830;496;2011
Minas do Ouro;Frei Betto;9788532526892;272;2011
A vendedora de fósforos;Adriana Lunardi;9788532526885;192;2011
A alma da liderança;Deepak Chopra;9788532526809;192;2011
A culpa é toda de Marte;Paula Browne;9788579800887;128;2011
Pingos de sangue no play;Ana Maria Moretzsohn;9788579800849;128;2011
As surpresas do Pequeno Nicolau;René Goscinny;9788579800597;160;2011
Ecos do Futuro;Diana Gabaldon;9788532526823;448;2011
Caçador de Fantasmas;Michelle Paver;9788579800870;248;2011
O Destino de Adhara;Licia Troisi;9788532526878;509;2011
O Psicopata Americano;Bret Easton Ellis;9788525424266;477;2011
Revelação;C..J. Sansom;9788501087508;704;2011
O Túmulo de Alexandre: O Enigma;Valerio Massimo Manfredi;9788532526861;160;2011
Dentes negros;André de Leones;9788532526991;144;2011
Guia da mulher solteira;Imogen Lloyd Webber;9788532526915;254;2011
O bom ladrão;Hannah Tinti;9788532526922;336;2011
A guardiã do portal;Michelle Zink;9788579800900;376;2011
XY;Sandro Veronesi;9788532526946;320;2011
Destruidoras;Sara Shepard;9788579800948;344;2011
Sísifo desce a montanha;Affonso Romano de SantAnna;9788532526724;136;2011
Segundas Intenções;Nilton Bonder;9788532526670;192;2011
Não me lembro de nada;Nora Ephron;9788532526977;144;2011
O Passeador;Luciana Hidalgo;9788532527158;192;2011
A Firma;John Grisham;9788532501158;480;2011
Duas novelas;Bernardo Ajzenberg;9788532526687;222;2011
O aprendizado da srta. Beatrice Hempel;Sarah Shun-lien Bynum;9788532527011;192;2011
Depois de Você;Julie Buxbaum;9788532521910;320;2011
O Sequestro;John Grisham;9788579800955;256;2011
O Alfabeto Perigoso;Neil Gaiman;9788562500268;36;2011
A Parte do Fogo;Maurice Blanchot;9788532507761;352;2011
O Espaço Literário;Maurice Blanchot;9788532502896;304;2011
Uma voz vinda de outro lugar;Maurice Blanchot;9788532526939;160;2011
Fala Sério, Filha!;Thalita Rebouças;9788579801020;216;2011
Escrevendo no escuro;Patrícia Melo;9788532527073;192;2011
Sangue, Ossos & Manteiga;Gabrielle Hamilton;9788532527042;352;2011
O diário do anjo da guarda;Carolyn Jess-Cooke;9788532527172;304;2011
Nas Garras da Praga das Sombras;Brandon Mull;9788579800917;472;2011
O Gorila Invisível;Christopher Chabris;9788532526618;350;2011
Clarice na Cabeceira;Clarice Lispector;9788532527103;272;2011
O Natal do Pequeno Nicolau;René Goscinny;9788579800634;144;2011
A Palavra Ausente;Marcelo Moutinho;9788532527097;119;2011
Espetinho de gafanhoto, nem pensar !;Chindler;9788579800474;104;2011
Os Sonâmbulos;Paul Grossman;9788532526847;320;2011
 A Fonte dos Milagres;Kathleen McGowan;9788532525789;258;2011
Afrodite;Sabina Colloredo;9788579800436;144;2011
Todos os dias na Toscana;Frances Mayes;9788532527165;320;2011
Como nasceram as estrelas: doze lendas brasileiras;Clarice Lispector;9788579800726;80;2011
Rato;Jeff Stone;9788561396237;224;2011
A Ilha;Flávio Carneiro;9788532527059;208;2011
Closer;Roderick Gordon;9781906427351;508;2011
O Enigma do Oito;Katherine Neville;9788532524317;678;2010
A estrutura da bolha de sabão;Lygia Fagundes Telles;9788535916348;184;2010
Profundezas;Roderick Gordon;9788561384845;692;2010
O Guia da Alagaësia de Eragon;Christopher Paolini;9788579800061;28;2010
O Trio Wright;Blue Balliett;9788561384906;262;2010
Os telhados de Teerã;Mahbod Seraji;nan;384;2010
Se Você Gostou da Escola, Vai Adorar Trabalhar;Irvine Welsh;9788532524973;376;2010
Jogue sujo;Sandra Brown;9788532525185;432;2010
Trilha de Sonhos;Rani Manicka;9788532524942;495;2010
Dupla cilada para Cross;James Patterson;9788532525017;328;2010
Educação;Nick Hornby;9788532525314;192;2010
Hera : rainha dos deuses e esposa exemplar, até certo ponto;Sabina Colloredo;9788561384944;152;2010
Anjos Rebeldes;Libba Bray;9788579800030;472;2010
Esquilo Intranquilo;Mélanie Watt;9788562500107;40;2010
Sinuca de Bico;Josh Bazell;9788532525178;288;2010
Aconteceu em Blackrock;Kevin Power;9788532525208;240;2010
O centésimo em Roma;Max Mallmann;9788532525079;424;2010
Lições de amor;Francesco Alberoni;9788532524997;144;2010
Batons, assassinatos e profetas;Mehmet Murat Somer;9788532524379;240;2010
Tanglewreck: O Guardião do Tempo;Jeanette Winterson;9788579800153;392;2010
O caderno Azul;James A. Levine;9788532525215;208;2010
Vasos Sagrados - Ed. Rocco;Maria Inez do Espirito Santo;9788532525109;239;2010
O livro redondo;Caulos;9788562500077;36;2010
A Espanhola Inglesa;Miguel de Cervantes;9788579800009;104;2010
Escrito Nas Estrelas;Horácio Tackanoo;9788532525093;176;2010
Onde as Criaturas Mágicas se Escondem;Brandon Mull;9788561384982;368;2010
De A a X;John Berger;9788532525239;224;2010
Juliet, Nua e Crua;Nick Hornby;9788532525291;272;2010
O Livro do Cemitério;Neil Gaiman;9788579800122;336;2010
O cachorro que jogava na ponta esquerda;Luis Fernando Verissimo;9788579800054;80;2010
Minha paixão pelo futebol;Júnior;9788579800108;120;2010
O Cádaver que Ri;Laurell K. Hamilton;9788532525499;341;2010
O Livro do Amor;Kathleen McGowan;9788532525130;432;2010
Mistério sob o Gelo;Alexander Kellner;9788579800115;352;2010
Acqua Toffana;Patrícia Melo;9788532524911;152;2010
A última imperatriz;Anchee Min;9788532525031;392;2010
O Labirinto da Rosa;Titania Hardie;9788532525352;408;2010
Os Turistas;Jeff Hobbs;9788532525048;384;2010
Jogos Vorazes;Suzanne Collins;9788579800245;400;2010
PEDRO PEDRA;Gustavo Bernardo;9788579800139;136;2010
Fim de verão;Joyce Maynard;9788532525161;224;2010
A construção de Madame Mao;Anchee Min;9788532513847;347;2010
Aprendiz de Advogado;John Grisham;9788579800535;304;2010
A traição de Bourne;Eric Van Lustbader;9788532525390;469;2010
De amor e amizade;Clarice Lispector;9788561384968;141;2010
Uma longa e estranha viagem;Tony Horwitz;9788532525062;432;2010
O livro quadrado;Caulos;9788562500060;36;2010
O Cadáver que Ri;Laurell K. Hamilton;9788532525499;341;2010
O livro das perfídias profanas;Elle Newmark;9788532525369;368;2010
O leitor fingido;Flávio Carneiro;9788532525581;208;2010
Prisioneiros de nossos pensamentos;Alex Pattakos;9788532525437;192;2010
Começar de Novo;Deirdre Bair;9788532525383;384;2010
Os olhos de Elisha;Timothée de Fombelle;9788561396206;384;2010
Os filósofos e a arte;Rafael Haddock-Lobo (org.);9788532525345;352;2010
Inferno;Patrícia Melo;9788532525260;392;2010
Elogio da Mentira;Patrícia Melo;9788532525253;208;2010
De volta para casa;Norman Fischer;9788532525307;272;2010
Viagem extraordinária ao centro do cérebro;Jean Didier Vincent;9788532524966;432;2010
O torcedor acidental;Artur Xexéo;9788532525697;176;2010
O misterioso craque da Vila Belmira;Fernando Molica;9788579800337;88;2010
Camisa, short e meião;Moacyr Luz;9788579800092;80;2010
Ladrão de Cadáveres;Patrícia Melo;9788532525604;208;2010
Filho da guerra;Emmanuel Jal;9788532525475;296;2010
Felicidade à parte;Lolly Winston;9788532525055;320;2010
Perjuro;Michelle Paver;9788579800214;248;2010
Entre vivos e mortos;Amy Mackinnon;9788532525321;256;2010
Os incríveis infortúnios de um escritor aprendiz;Florian Zeller;9788532525543;208;2010
Por Que Ele? Por Que Ela?;Helen Fisher;9788532525246;312;2010
O Homem da Areia;E. T. A. Hoffmann;9788579800023;88;2010
Anos rebeldes;Gilberto Braga;9788532525147;632;2010
O Caminho de Volta;Rose Tremain;9788532525567;424;2010
O Design do futuro;Donald A. Norman;9788532525482;192;2010
A Volta às Aulas do Pequeno Nicolau;René Goscinny;9788579800047;142;2010
Intriga;Anna Godbersen;9788579800221;392;2010
Ficando para Trás;Tulio Halperín Donghi;9788532525536;336;2010
A Caverna Misteriosa;Emiliano Di Marco;9788579800504;48;2010
Reinvenção dos 50;Suzanne Braun Levine;9788532525024;192;2010
Intriga;Anna Godbersen;9788579800221;392;2010
Guerra Mundial Z;Max Brooks;9789895577002;396;2010
Tempestades Comuns;William Boyd;9788532525918;384;2010
O Clube dos Suicidas;Robert Louis Stevenson;nan;128;2010
Só saio daqui MAGRA!;Stella Florence;9788579800412;120;2010
Como desaparecer completamente;André de Leones;9788532525680;192;2010
A voz do poste;Moacyr Scliar;9788561384029;120;2010
Runas;Joanne Harris;nan;480;2010
Caminhos da Lei;John Grisham;9788532525888;320;2010
Fordlândia;Greg Grandin;9788532525420;400;2010
Maldosas;Sara Shepard;9788579800252;296;2010
uma caixinha de surpresas;Aldir Blanc;nan;71;2010
Fascinação;William Boyd;9788532525659;224;2010
A Soma de Tudo;David Eagleman;9788532525505;128;2010
SUDD;Gabi Martinez;9788532525512;336;2010
A Profecia das Irmãs;Michelle Zink;9788579800405;384;2010
Tempestades comuns;William Boyd;9788532525918;384;2010
Café da Manhã com Sócrates;Robert Rowland Smith;9788532525758;208;2010
Runas;Joanne Harris;9788579800146;480;2010
Latitudes Piratas;Michael Crichton;9788532525611;320;2010
Frio como aço;David Baldacci;9788532525796;384;2010
Garça;Jeff Stone;9788561396190;272;2010
Águia;Jeff Stone;9788561396220;248;2010
Sempre Clara Rosa;Paula Danziger;9788532513373;104;2010
Na Cozinha;Monica Ali;9788532525741;520;2010
De menina a mulher 5;Drica Pinotti;9788579800399;144;2010
Ficadas e Ficantes;Angélica Lopes;9788579800375;152;2010
Sammy Keyes e o homem esqueleto;Wendelin Van Draanen;9788579800160;230;2010
Noite é o dia todo;Preeta Samarasan;9788532525635;400;2010
O Matador;Patrícia Melo;nan;240;2010
A libélula dos seus oito anos;Martin Page;9788532525840;176;2010
Sou a maior coisa que há no mar;Kevin Sherry;9788562500145;40;2010
Crônicas para Jovens de Escrita e Vida;Clarice Lispector;9788579800085;144;2010
Areia nos Dentes;Antônio Xerxenesky;9788532525925;144;2010
Física do Impossível;Michio Kaku;9788532525598;320;2010
A serpente no jardim;Janet Gleeson;9788532525154;392;2010
O Segredo Judaico de Resolução de Problemas;Nilton Bonder;9788531204401;134;2010
A esperança é uma travessia;Laila Lalami;9788532521781;184;2010
A 50ª Lei;Robert Greene;9788532525642;272;2010
O Segredo Judaico de Resolução de Problemas;Nilton Bonder;9788532525727;136;2010
Sr. Avesso;Angélica Lopes;9788532521934;44;2010
As Suas Lembranças São Minhas;Cecelia Ahern;9788532525734;352;2010
Duas Vidas Por Um Fio;Janet Evanovich;9788532525802;288;2010
Hotel Brasil;Frei Betto;9788532525710;262;2010
Ela Disse, Ele Disse;Thalita Rebouças;9788579800511;192;2010
Confidências, confusões e... MAIS GAROTAS!;Gustavo Reiz;9788579800382;237;2010
3º Grau;James Patterson;9788532525406;280;2010
Garotas de Xangai;Lisa See;9788532525628;336;2010
Uma Semana no Aeroporto;Alain de Botton;9788532525970;128;2010
Tempo dos Anjos;Anne Rice;9788532526106;288;2010
A Queda;Guillermo del Toro;9788532526090;352;2010
Nelson Mandela;Nelson Mandela, Madiba;9788532526076;416;2010
Cortina de fumaça;Sandra Brown;9788532525833;456;2010
Fé em Deus e pé na tábua;Roberto DaMatta;9788532526007;191;2010
O livro estreito;Rocco;nan;36;2010
O Livro Comprido;Rocco;nan;36;2010
Latitudes Piratas;Michael Crichton;9788532525611;320;2010
Um Sopro de Neve e Cinzas;Diana Gabaldon;9788532525666;608;2010
Um Sopro de Neve e Cinzas;Diana Gabaldon;9788532525765;720;2010
Margot;Alfred de Musset;9788561384999;112;2010
Loucura de Hamlet;Paula Mastroberti;9788532526083;136;2010
Retorno de Ulisses;Paula Mastroberti;9788532522528;120;2010
Brandjam;Marc Gobé;9788532526021;384;2010
As brincadeiras do Pequeno Nicolau;René Goscinny;9788579800283;144;2010
Azul-Corvo;Adriana Lisboa;9788532525987;224;2010
Vida Após a Morte;Deepak Chopra;9788532525574;272;2010
Um dia essa dor será útil;Peter Cameron;9788532525901;224;2010
Cabelo Doido;Neil Gaiman;9788562500121;40;2010
Decodificando o universo;Charles Seife;9788532526014;319;2010
Gilda Joyce  Investigadora Paranormal;Jennifer Allison;9788579800528;336;2010
Os vizinhos do Pequeno Nicolau;René Goscinny;9788579800313;144;2010
Mundo Perdido;Patrícia Melo;9788532525284;200;2010
O Tempo do Anjo;Anne Rice;9788532526106;283;2010
Snuff;Chuck Palahniuk;9788532525772;207;2010
Clarice na cabeceira;Clarice Lispector;9788532526069;176;2010
Um Sopro de Vida;Clarice Lispector;9788532509482;160;2010
Amor e Superação;Luiz Alberto Py;9788532526038;128;2010
O mistério do coelho pensante e outros contos;Clarice Lispector;9788579800450;80;2010
Miriam;Maggie Anton;9788532525895;512;2010
Redação Inquieta;Gustavo Bernardo;9788532525864;240;2010
Snuff;Chuck Palahniuk;9788532525772;208;2010
Reinventando O Corpo, Reanimando A Alma;Deepak Chopra;9788532526120;320;2010
Festa no Céu;Braguinha, João de Barro;9788562500084;32;2010
Anônimos;Silviano Santiago;9788532525819;191;2010
Conexões espirituais;Rebecca Rosen;9788532525826;263;2010
O Efeito Urano;Fernanda Young;9788532525932;174;2010
Tempo dos Anjos;Anne Rice;9788532526106;288;2010
Poseidon;Sabina Colloredo;9788579800443;136;2010
A cabala do dinheiro;Nilton Bonder;9788532524881;194;2010
A dominatrix gorda;João Ximenes Braga;9788532526045;256;2010
A Cabala da Inveja;Nilton Bonder;9788532524904;245;2010
A cabala da comida;Nilton Bonder;9788532524898;142;2010
Valsa Negra;Patrícia Melo;9788532525277;232;2010
Terapeuta de Bolso;Therese J. Borchard;9788532526113;208;2010
Bartleby, o escrituário;Herman Melville;9788579800016;96;2010
Coraline : Graphic Novel;Neil Gaiman;9788579800481;190;2010
O Homem da Areia;E. T. A. Hoffmann;9788579800023;88;2010
